Id;anno;Abstract
720;1993;In this study, a state measure for Pargament's Self-Directing, Deferring, and Collaborative religious coping styles was developed to evaluate situational and personal variations in religious coping. Vignettes were used to vary situations. The state coping subscales were significantly correlated with their respective trait counterparts. Situational variability in religious coping style was established and related to the characteristics of the situations and the individuals. A more active role was assigned to God for the state coping styles than was indicated by the trait measures. In addition, increased perception of stressors (stress, importance, challenge, loss, and threat) in the vignettes was correlated with a more active role for God and a less active role for the individual.
721;1993;Large congregations are often plagued by free-riders -- members who participate, but do not contribute. However, large congregations also enjoy lower costs per member. On balance, as congregations grow, their revenues rise faster than the costs of providing services to their members. The extra monies fund disproportionate amounts of local benevolence programs and synodical and national church ministries. Unfortunately, large congregations have not parlayed their financial advantage into membership gains. Since increased benevolence boosts external ministry to others more than internal ministry to members themselves, members of small congregations have little incentive to move to larger, more efficient ones. Small congregations continue to survive and members will not passively abandon them.
722;1993;"Most Americans believe there is life after death. Based on General Social Survey data, belief in an afterlife changed very little among adults in the United States between 1973 and 1991. By examining change within birth cohorts as well as across cohorts, we determined the proximate sources of this stability, with unexpected results. We found no evidence that belief increases notably with age; nor was there any evidence that belief is declining with successive birth cohorts. Because belief neither increases much with age nor declines across cohorts, the aggregate trend is nearly flat. Indeed, the most interesting thing about belief in an afterlife in the United States is what it is not doing: It is not declining."
723;1993;Newly available data confirm previous claims that Europe abounds in new religious movements and that most European nations have rates far higher than does the United States. I also address objections that a count of movements is not a count of members.
724;1993;"On the basis of research into alternative women's roles in eight new religious movements, this study addresses conflicting views concerning the relationship between gender role ambiguities and women's participation in the sexual innovations developing in NRMs, summed up as the ""empowerment"" versus the ""neopatriarchy"" school of thought. A close study of the literature and histories of these groups suggests that they are more varied, flexible, and experimental in their patterns of sexuality than previous studies would indicate; and that, for the majority of members, involvement is a transitory phenomenon, providing them with opportunities for participating in laboratories of sexual experimentation. Adopting a ""gendered"" approach to the issue of ""cult conversion,"" this study argues that contemporary women find protective, supportive microsocieties in NRMs, which enable them to try out a spectrum of clearly defined roles that prepare them to choose a more personally gratifying adult mode when they eventually defect. By temporarily inhabiting the stylized feminine roles in NRMs and submitting to their leaders' erotic/ascetic ordeals, members appear to undergo a self-imposed psychological metamorphosis, or ""cocoon work,"" which in many ways resembles the ritual process found in feminine rites of passage in traditional societies."
725;1993;Previous research on lifestyle changes within U.S. Catholic religious orders has neglected to examine the extent to which their members still live communally. In this study, the archives of eight religious congregations of women were examined for 1964 and 1990 to determine changes in living patterns. When compared with 1964, sisters in 1990 lived in much smaller groups and in apartments rather than convents. The composition of the 1990 groups was also much more stable over time. Possible reasons for these changes are explored.
726;1993;Psychometric analysis confirmed that the Allport-Ross Religious Orientation Scale measures three distinct dimensions of religiousness: I, Ep, and Es. On the basis of this analysis a more internally consistent intrinsic scale was proposed. Comparisons of five religious groups indicated that religious affiliation mediated relationships between religious orientation and independent variables. Intrinsicness predicted lower depression for Christian respondents but was unrelated to depression for the non-Christian subsamples. Ep and Es were significantly related to higher depression for Unitarians. Low reliabilities for the extrinsic subfactor scales may be remedied by adding three new items to each scale.
727;1993;"The major findings in this nationwide sample of six Protestant denominations were: (1) Endorsement of New Age beliefs such as astrology and reincarnation was in frequent (7-9%). In contrast, attitudinal statements supportive of New Age ideologies were endorsed by nearly a third of the respondents. (2) Southern Baptists were particularly low in their endorsement of these beliefs and attitudes; no denomination was particularly high. (3) These beliefs and attitudes apparently were unrelated to other measures of religiousness, satisfaction with one's present congregation or denomination, and most demographic variables, except for a negative relation between education and both astrology and the belief that ""all spiritual truth is within me."" There was also evidence that these beliefs were more common among theological liberals."
728;1993;The present study investigated perceived religious consensus between adolescents and their fathers in a sample of 125 Jewish adolescents. Data from this study were generally consistent with earlier research showing the effects of father's communication and father's emotional support on religious consensus between fathers and their adolescent sons and daughters. In the present sample, however, father's denominational affiliation appeared to have mediating effects for sons, but not for daughters. Possible differences between denominations were hypothesized to account for these effects.
729;1993;The traditional paradigm in the sociology of religion sees strength in religious monopolies, attributing to them the ability to sustain an unchallenged, taken-for-granted sacred canopy. The newer paradigm regards religious monopolies as weak, locating religious vitality in pluralism and competition. A crucial test of these competing paradigms arises in the hypothesis that rank-and-file Catholic commitment varies inversely to the proportion nominally Catholic within any appropriate set of units of analysis. Results based on the 102 Roman Catholic dioceses of the United States show that ordination rates, the ratio of priests to nominal Catholics, and Catholic school enrollment are proportionately highest where Catholics are few. Results based on the 50 states show the same inverse relationship between the percent Catholic and the ratio of priests to Catholics. These data also show that the smaller a state's Catholic minority, the higher the circulation rate of the Catholic Digest.
730;1993;Theories of the new class stress the powerful liberalizing effects of working in the professional-managerial occupations. This paper tests the relative importance of class and religious subculture in predicting political and social attitudes, by looking at the views of evangelicals who work in the new class. Multivariate regression analyses reveal that religious subculture and class are both highly significant predictors of ideological position on sexual mores, abortion, sex roles, and civil liberties. Additionally, evangelical new-class workers resist the liberalizing effects of class more than other new class members on sexual mores, while accommodating to new-class liberalism on abortion, gender roles, and civil liberties.
731;1993;These remarks on Schaefer and Gorsuch's (1991) theory acknowledge the progress provided by their conception and also indicate some limits. They propose a more multivariate approach, which conceptualizes the fundamental dimensions of religiosity and considers more motives than the ROS and its revisions take into account.
732;1993;Thirty patients currently in residence at a psychiatric inpatient facility, meeting DSM-III-R criteria for psychotic disorders and having religious delusions, were given the Hood Mysticism Scale, Knoblauch's Ego Grasping Orientation Inventory (EGO Scale), and Raskin and Hall's Narcissistic Personality Inventory (NPI). Second, thirty senior members of various contemplative/mystical groups and thirty normal-appearing hospital staff were given the same battery. Results were analyzed using a multivariate discriminant analysis. Contemplatives and Psychotics taken together could be separated from Normals, but not from each other, with the Hood Mysticism Scale. The Normals and Contemplatives taken together could be separated from the Psychotics, but not from each other, with the EGO Scale and the NPI. A two-dimensional discriminant function based on the three tests correctly classified the Psychotics 92.6%, the Normals 79.3%, and the Contemplatives 70.0% of the time. For the Contemplative/Psychotic mixture taken alone, 90% of the Contemplatives and 92.6% of the Psychotics were correctly separated.
733;1993;"This essay is an attempt to expand a study reported in 1989 of the relationship between religion and concern for the environment in Tulsa, Oklahoma. Here, only one variable was used, willingness to spend money on the environment, but findings were based on a national data set. The finding of the Tulsa study is confirmed: Low levels of environmental concern correlate with a biblical literalism. They also correlate with being Christian and with confidence in the existence of God. On the other hand, support for environmental spending correlates positively with a gracious image of God and with being Catholic. However, explanatory models suggest that it is not biblical literalism as such which relates to lack of environmental concern, but rather a rigid political and religious ""story."""
734;1993;"This paper argues that the belief in and reverence for superhuman beings cannot be understood as the chief distinguishing characteristic of religious phenomena. The consideration of Buddhism has always been central to the discussion of what religion is, and this paper focuses on the limitations of the human-superhuman dichotomy as it might be used to apply to Buddhist traditions. The argument makes three points: a) There are important sects of Buddhism that do not rely on reverence for superhuman beings, and the concept ""superhuman"" is difficult (if not impossible) to use in cross-cultural studies because of cultural variations in what it means to be human; b) the insistence that ""philosophies"" should be systematically distinguished from ""religions"" is arbitrary and culturally biased; and c) Buddhist doctrines that assert that reality is ultimately ""nondual"" provide the conceptual context for understanding superhuman beings in Mahayana, and this conceptuality is not consonant with superhuman definitions of religion."
735;1993;This study examines the attitudes regarding civil religious issues that have developed among religious and nonreligious Jews in Israel and the perceptions of each group regarding the other. A considerable amount of social isolation characterizes the general relationships between religious and nonreligious Jews even when they live together. Both groups prefer their social contacts to be with persons of similar levels of religiosity. The subjects of this study, religious and nonreligious high school youth, were given closed questionnaires that dealt with religious observance, interpersonal contact with persons of different degrees of religiosity, tolerance for others and perceived tolerance of others for them, housing preferences, perceptions regarding religious and nonreligious groups in Israel, and attitudes relating to religion and state. The results indicate that the religious view themselves more positively than they view the nonreligious. The nonreligious view themselves as somewhat more tolerant of the religious than is perceived to be the case by the religious, but they also view the traits of the religious group quite positively. The comparison of Orthodox and ultra-Orthodox Jews suggests that the former are viewed more positively, and by way of contrast are more similar to the non-Orthodox. While the religious youth demonstrate some understanding of the nonreligious, they nevertheless wish religious practices to be adopted in civil law. I discuss the implications of the findings while analyzing avoidance as a conflict reduction mechanism for maintaining the fragile relationships between religious and nonreligious Jews in Israel.
736;1993;"This study tested the religious ecology hypothesis that postulates that religion is negatively related to delinquency only in a highly religious climate. Data were collected from a sample of 2,143 LDS youth living along the east coast during the spring of 1990. The link between religion and delinquency in this low-LDS religious climate was compared to the connection found in an earlier study of three highly moral communities, southern California, Idaho, and Utah. The religious ecology hypothesis was not supported; religiosity had a strong negative relationship to delinquency in both the high and low religious ecologies. In addition, a multivariate model allowed peer, family, and religious factors to compete to explain delinquency. The multivariate model revealed that although peer influence made the strongest contribution in the regression equation, religiosity also made a significant contribution."
737;1993;Using data from a survey of activists (N = 4,995) from several large religious interest groups, we analyze the impact of theological orientations on attitudes toward the environment. We find that doctrinal fundamentalism, carefully defined, is a powerful predictor of environmental preferences. We also discover that views on environmental policy are part of much more comprehensive religious and political world-views among these religious activists.
738;1993;Using data from state exit polls in 1990, we attempted to determine the manner in which Roman Catholicism affects abortion attitudes. We compared individual-level effects, in which the Church socializes individual members, with contextual effects, in which the Church affects abortion attitudes by altering the terms of the debate outside the Church's membership. Both effects were found to be statistically significant, although the contextual effects of Catholicism were negative. This suggests that the Catholic Church is rather effective in teaching antiabortion attitudes to its members, but that a strong Catholic presence in a particular state occasions countermobilization on the part of non-Catholics.
739;1993;"Using theoretical work by Lifton, psychologists of religion have reported some preliminary conceptual foundations for a theory of death transcendence and a five-factor scale to measure it. No published reports have tested this scale beyond the original authors' work with college students. Our study describes factor analysis and reliability results from its use with community persons (Study 1; N = 166) as well as hospital patients and family members of patients (Study 2; N = 273). Factor analyses in both studies supported the instrument's mystical, religious, and creative factors. The items related to the biosocial and nature factors tended to mingle with each other. Cronbach's alpha was .79 for Study 1 and .74 for Study 2."
740;1993;While membership in Catholic religious orders of women in the United States is declining, demographic data on religious orders worldwide show that growth and decline patterns vary significantly by continent. The data presented in this research note demonstrate a positive relationship between female opportunity in society and the decline of female religious orders, thereby supporting the argument that religious orders serve as avenues of social mobility for women. Since orders are growing in those nations with the smallest percentage of Catholics in the population, as well as with the smallest proportion of religious women, this paper concludes that the prognosis for the future of religious orders is not optimistic.
741;1994;3-D images effectively describe and analyze stability and change in church attendance continuously through time. Using locally weighted regression functions on 1972-1991 GSS data for church attendance by age for each subsample -- Protestants by sex and race and Catholics by sex -- we generate 3-D APC surfaces on church attendance. After reviewing alternative theoretical arguments (secularization to account for period effects and family formation to account for cohort effects in patterns of church attendance) we argue that the 3-D quasi-scenic images show the persistence of an age effect and the absence, in most cases, of either a period or cohort effect. For example, our images show that Protestants (male and female, black and white) report attending church more frequently as age increases up to about 70 years of age, then a lessening of attendance. White Catholics report sharply increasing church attendance that peaks about age 60 to 70, then decreasing attendance for the rest of the age range. In all of our comparisons, women report more frequent church attendance than men, and the gap between men and women increases throughout the life span. These surfaces, or similar graphic depictions, are essential starting points for statistical analysis.
742;1994;Although many studies suggest that religious participation enhances the social resources of individuals, there is little empirical evidence on this issue. This study develops a theoretical model linking institutional religious participation, social ties, and social support. Hypotheses derived from this model are then tested using data on a large (N = 2956) southeastern community sample. Frequent churchgoers report larger social networks, more contact with network members, more types of social support received, and more favorable perceptions of the quality of their social relationships than do their unchurched counterparts. Further, most of these empirical patterns withstand statistical controls for a wide range of covariates. A number of promising directions for future research on religious differences in social resources are identified.
743;1994;An adaptation of Fazio's (1986, 1989) attitude process theory is offered as a potentially valuable model for the psychology of religion. The concept of attitude is defined within this model as an association between an object and an evaluation of that object. Attitudes are characterized either as automatic activations that are spontaneous, inescapable, and lacking reflection or as controlled activations that require attention and are reflective and active in nature. I suggest that this distinction has important implications for the study of religious attitudes. The model as a whole is presented, an application to the psychology of religion is discussed, and potential benefits of adopting an attitude process approach to the psychology of religion are identified.
744;1994;"Analysis of the rhetoric of late nineteenth-century American Populism reveals it to be replete with religious language, symbolism, and references. Far from being incidental to Populism's basic message, the religious language was an important resource in the movement's ideology. Religious rhetoric, drawn particularly from American ""civil religious"" discourse, gave Populism a politically legitimate vocabulary and helped constitute the movement's attempt at striking a balance between individual liberty and communal equality. Religious themes were crucial to the movement's critique of its society and its prescription for a better world. We argue that such rhetoric is too often overlooked due to assumptions about Populism's essentially ""economic"" message; however, in order to understand Populism as a movement, it is necessary to understand the language with which it presented itself."
745;1994;"Between the 1960s and 1990s, a significant decline in participation in organized religion has occurred in Canada. The situation seemingly has provided less dominant religious groups -- including Conservative Protestants -- with an opportunity to expand their ""market shares."" By way of exploring such a possibility, we have been monitoring the growth patterns of 20 evangelical churches in a western Canadian city since the late 1960s. Our latest analysis of additions for 1986-90 reveals that recruitment beyond the evangelical community has increased only slightly. However, in reflecting on the project findings, we maintain that their past conclusions may have been excessively harsh, and draw attention to three shortcomings of the ""circulation of the saints"" thesis. We close with a discussion of some of the implications of the findings for Conservative Protestant activity elsewhere."
746;1994;Combining Pargament's (1990) theoretical framework of religion and coping with Spilka, Shaver, and Kirkpatrick's (1985) attributional theory to explain the role of religious causal attributions in coping with stress, this study extends the existing understanding of religion's role in coping with stress. We surveyed 131 university students who had experienced their parents' divorce during their own adolescence. Retrospective religious causal attributions predicted coping activities -- especially religious coping -- beyond measures of religiosity. Religious casual attributions may uniquely influence how people cope with stress.
747;1994;"Cross-sectional and longitudinal analyses were conducted to examine the relationship of religious and nonreligious coping methods to psychological distress among college students in the 1990-91 Gulf War crisis. Students completed measures of religious coping, nonreligious coping, and specific (war-related) and global psychological distress two days prior to the allied ground assault of Kuwait and one week after hostilities were suspended against Iraq. Religious coping activities were significant predictors of psychological distress cross-sectionally and longitudinally. Religious avoidant coping was associated with increased distress. Surprisingly, pleading for a miracle was tied to reduced distress over time. While religious and nonreligious coping were associated with each other, the two were not functionally redundant; each set of coping methods contributed unique variance to the prediction of distress. Differences between the cross-sectional and longitudinal findings suggest that stressful experiences may serve as a religious coping mobilizer and/or that the efficacy of religious coping methods may change over time. The results point to the need for finer-grained analyses of specific religious coping mechanisms in specific life situations."
748;1994;"Data collected in a multistage probability sample of Russian-speaking citizens of the Russian Federation in the spring and summer of 1991 (as part of the International Social Survey Program's study of Religion) indicate a substantial increase in religious belief and affiliation in the Federation. A third of the Russian people who said they once did not believe in God now do believe in God -- 22% of all Russians. There has also been a substantial affiliation with the Orthodox Church of those who were not previously members. The ""revivalists"" are disproportionately young and (relatively) disproportionately male. They tend to have become believers because of a ""religious turning point"" experience and to view the purpose of religion as giving a meaning and purpose to life. They propose to raise their children as religious and, like all Russians, to have a great respect for the Orthodox Church."
749;1994;Data from the Youth-Parent Socialization Panel Study (1965-1982) are used to test several hypotheses concerning religious disaffiliation and reaffiliation. What prompts a person to return to the fold, having earlier left it? Returning to religion is fostered by ties to family of origin and the formation of the family of procreation. However, the impact of the latter is gender-specific: Men are more affected than women by life-course transitions, a fact explained by the male's religious role being less institutionalized than the female's and therefore more contingent on nonreligious factors. Other possible influences on adolescent religious rebellion, such as the larger political context, are also examined.
750;1994;"Forty-five high and 44 low religious fundamentalists (drawn from a questionnaire study of 489 undergraduates) were interviewed to assess the integrative complexity of their thinking about a variety of topics. Interviewees discussed two vignettes (one familiar, the other relatively unfamiliar) in each of three different content domains (religious, ethical and environmental). Attempts were also made to increase individuals' integrative complexity of thought about each dilemma by means of several ""prodding"" questions. Across domains, complexity of thought was significantly higher for familiar than for unfamiliar vignettes. Also, we were successful in increasing respondents' complexity levels with our graduated prompts. Dispositional measures (religious fundamentalism, Christian orthodoxy, right-wing authoritarianism, dogmatism, and need for cognition) were related to complexity of thought, but these associations were not consistent across domains. In particular, we concluded that religious fundamentalism and orthodoxy were negatively related to complexity of thought for existential issues only, and a reconsideration of previous investigations suggested that this is in fact a consistent tendency in related research."
751;1994;"Freud (1927, 1930) claimed that devout, intrinsic religion buffers the threat of social isolation, rejection, and loneliness. We reasoned that if Freud was right, then reminding people of their vulnerability to loneliness should lead to increases in self-reported levels of intrinsic religion. To test this prediction, 72 undergraduates at least moderately interested in religion first completed three scales tapping different dimensions of personal religion: Intrinsic, Extrinsic, and Quest. About a week later, each subject performed a writing task that either did or did not make vulnerability to loneliness salient, and then completed the three religious orientation scales again. Supporting Freud's claim, high-loneliness-salience subjects reported higher scores on the Intrinsic scale on the second administration, whereas low-salience subjects did not. This effect was specific to the Intrinsic scale; there was no effect of loneliness-salience on either the Extrinsic or Quest scales."
752;1994;Hadaway, Marler, and Chaves (1993) have recently argued that U.S. weekly church attendance is about one-half the rate that is commonly accepted. Regarding Catholics, their result was based on head-count data from only 18 dioceses. The present paper is based on data from a total of 48 Catholic dioceses containing approximately 38% of U.S. Catholics. The results are the same: The weekly attendance rate in this expanded set of dioceses is 26.7%. These results lend further empirical support to the notion that church attendance rates based on self-reports are substantially inflated.
753;1994;In moving the social movement literature forward, researchers are now examining political discourse and the framing of protest language and symbols as important variables in movement processes. This case study on liberation theology in Peru analyzes how theologians have helped to mobilize Church activists, priests, sisters, and organizational resources to meet the political challenges of the popular sector by advancing liberation theology. More specifically, this paper looks at how Church leaders who are identified with liberation theology helped bridge different protest populations. Using oral histories methodology, I gathered data on liberation theology through field research conducted in Peru from September 1987 to May 1988 and in the summer of 1991.
754;1994;"In recent years, the consequences of religious market structures have become a significant research topic. It is maintained that religious market competition leads to the production of religious ""goods"" or services of the kind ""consumers"" demand. As a consequence, religious consumption tends to be higher in a free, competitive market than in a monopolistic or oligopolistic religious situation. Much of the research on the effects of religious market structures has been based on American data. In the present study, we test hypotheses derived from rational choice theory on contemporary Sweden, a country where the religious market structure differs notably from that of the United States. The unique Swedish church statistics enabled us to test the hypotheses that competition would induce churches to adapt to the demands of the consumers and that this adaptation would increase the level of religious consumption. The empirical results were consistent with our theoretical assumptions."
755;1994;"Intrinsic/extrinsic religious orientations have been critiqued for lacking the conceptual clarity needed for clear theory and good measurement. Allport provided little theoretical base except that of implicit ""functional autonomy"" and provided a scale that mixed beliefs, behaviors, and motivation. These critiques can be answered in part by clearly defining intrinsicness as motivational. General psychological research provides at least four theoretical bases for intrinsic religious motivation as affect and at least two bases for intrinsic religious motivation as value. That each theory may be appropriate for different people within any sample being researched needs to be explicitly taken into account in both research design and analysis. Conceptualizing intrinsicness as motivation provides a set of theories for examining both how intrinsic religious affect and value develop and how they affect religious and nonreligious behavior."
756;1994;"Most studies of work focus almost exclusively on secular antecedents of ""work commitment,"" ""work involvement,"" and work as a ""central life interest."" We argue that religion also influences the way people think of work. We use data from 1,869 Protestants and Catholics to test a theory that includes six religious factors, five work conditions, and other personal attributes. Work-related factors have the most effect, followed by religion, especially religious commitment and social justice beliefs. Among personal attributes, education, family income, and gender have a significant effect on orientations toward work."
757;1994;"Previous research indicates a qualitative difference in the religious expression of white and African-American congregations and suggests that these differences may influence the association between religion and health. The social support and religious consolation hypotheses are examined for main and interactive effects on health by race. A national sample of adults, Americans' Changing Lives, surveyed in 1986 is used for the analysis (N = 3,497). Three dimensions of religiosity are strongest among black adults and women; yet their health is generally poorer. Evidence for the social support hypothesis is found, but the effect on health is similar for black and white respondents. The religious consolation hypothesis is supported only among the black respondents. In addition, a positive link between religious practice and health was observed among African Americans."
758;1994;Sacredness and status have been two key concepts of classical sociological theory, but their interrelationship has seldom been discussed. The paper argues that sacredness is a special form of status. This conceptualization allows the use of common theoretical concepts and propositions to explain both status and sacral relationships. First, key processes relevant to the explanation of interpersonal status relations are outlined. Then the utility of this approach is illustrated by an analysis of worship and salvation as forms of status transformation. The analysis focuses on Christianity, but brief indications are given of how the perspective is also relevant to the analysis of Hindu worship and soteriology. The approach offers a prospect for a general integrated theory of status and sacral relationships.
759;1994;Social science research examining the relationship between religion and health has produced equivocal results, although evidence from more recent studies points toward a link between inward or intrinsic religion and both mental and physical well-being. This study offers a further examination of this emergent association by comparing the health status of two specific respondent groups drawn from a population of Canadian university students. The first consists of members of a range of campus Christian faith groups, and the second is a comparison or nonaffiliated group chosen from the student body at large. The results of the study reveal a positive relationship between faith group involvement and various aspects of health status, and thus support previous positive findings. At the same time, they reinforce the need for further research on the association between specific aspects of religiosity and well-being.
760;1994;The present investigation explores the influence of feminism/religiosity on attitudes toward suicide among national samples of 4,946 women and 4,475 men. Two models are tested. First, religiosity should have an impact on suicide ideology through lowering feminism. Second, feminism should have a positive impact on suicide ideology through lowering religiosity. A LISREL analysis finds support for both models, but the greatest support is found for the first. The impact of religion and feminism on suicide ideology are independent of standard sociodemographic predictors of pro-suicide ideology, including age, socioeconomic class, political liberalism, education, and race. The model explains 31% and 26% of the variance for females and males, respectively.
761;1994;This article presents data from the 1990 National Jewish Population Survey (NJPS) on the religious and ethnic patterns of American Jews who were born between 1946 and 1964, the baby boomers. Whenever feasible, the patterns of Jewish baby boomers are compared with those of the broader population of American baby boomers -- for example, by comparing NJPS data with other data sets, such as the General Social Survey (GSS). Jewish baby boomers are also compared Jewish middle agers, those between the ages of 45 and 65. In examining the religious and ethnic patterns of each of the cohorts, a trend of decreased ritual observance and communal affiliation emerges. The long-term significance of such trends remains to be determined.
762;1994;"This experiment tested several hypotheses based on the ""availability hypothesis"" (Spilka et al. 1985), which identifies conditions that impel people to make religious rather than secular attributions. A total of 202 subjects who differed in their adherence to the precepts of conservative Christianity were given a variety of vignettes. Subjects attributed the actions of the central figure in each vignette or the outcome of the vignette to religious causal agents (God, Satan) or secular causes (chance, disposition, or situational factors). In general, secular attributions were invoked much more often than religious attributions. However, subjects' invocation of religious attributions conformed for the most part, to prediction: Attributions to God were more common when the actions or outcomes elicited approval; attributions to Satan were more probable when the actions or outcomes elicited disapproval; attributions to both God and Satan were more prevalent when the attributors were conservative Christians and when the action was linked to religious values. The implications of the experimental findings for the availability hypothesis are considered."
763;1994;"This paper extends Sigelman's (1977) analyses of cross-national patterns in reported levels of church attendance and subscription to selected religious beliefs. The analyses are extended in these ways: More countries are included in the comparisons; more measures of religious involvement are employed; and the data are for about 15 years later, from the same period in the 1980s, for each country. Also, we present multivariate controlled comparisons across nations, which were not provided in Sigelman's analyses. Among the results is evidence that Americans are comparably high, but not always first, in involvement levels, both before and after controls for six sociodemographic status measures. Nation of residence is considerably stronger than each control variable (educational attainment, employment status, age, marital status, community size, and broad categories of religious affiliation) as a predictor, for all of the measures of religious involvement. The different profiles of the nations on the social status controls, and their effects upon involvement, do not explain the cross-national patterns in involvement. Alternative interpretations of the comparative results are discussed."
764;1994;Until now, studies of religious influence on premarital sexual experience have made an implicit assumption that the first occasion of sexual intercourse, whether for males or for females, is consensual. However, recent studies by feminist and other researchers have indicated that at least some degree of coercion is present in a sizeable minority of initial occasions, especially for girls and young women. To the extent that such is the case, religious constraints upon sexual activity cannot be considered relevant for the nonconsenting partner. Failure to take this issue into account has partially undermined the validity of even the most recent studies and might account for some anomalies in those studies.
765;1994;Using data from the 1972-1989 Cumulative Social Surveys, this study tests a hypothesis derived from Berger's (1967) theorizing about plausibility structures. This hypothesis states that among conservative Protestants, education interacts with spouse's religious affiliation to influence religious commitment. As expected, education had stronger negative relationships with several indicators of commitment among conservative Protestants married to people with no religious affiliation than among conservatives married to mainline Protestants or Catholics. Unexpectedly, however, relationships between education and most indicators of commitment were positive among conservatives married to other conservatives, rather than weakly negative. A second hypothesis, which states that among mainline Protestants and Catholics education has a weak effect on commitment and does not interact with spouse's religious affiliation, was generally supported. Theoretical implications of these findings and explanations for why education may strengthen religious commitment among conservative Protestants in homogamous marriages are discussed.
766;1994;"We propose a theory of religious mobilization that accounts for variations in religious participation on the basis of variations in the degree of regulation of religious economies and consequent variations in their levels of religious competition. To account for the apparent ""secularization"" of many European nations, we stress supply-side weaknesses -- inefficient religious organizations within highly regulated religious economies -- rather than a lack of individual religious demand. We test the theory with both quantitative and historical data and, based on the results, suggest that the concept of secularization be dropped for lack of cases to which it could apply."
767;1995;"According to Durkheim, religion provides society with a collective conscience, conferring supernatural validation of the dominant values, norms, and social structure. Winter (1977:27) characterizes this perspective as metaphoric parallelism whereby ""theistic assertions are metaphorical representations of social facts, that is,... there is a parallel between the characteristics attributed to the gods and real properties of the social world."" Durkheim's thesis is tested for parallels between parenting styles reported by children and the images of God held by both generations. Clear evidence was found for parallel between the God-human and parent-child relationships, indicating some degree of congruence between intrafamilial social structure and the images believers hold of the divine. These findings are based on data for more than 3,400 mother-father-youth triads in a nationwide sample of families who completed surveys in 1982-1983 by Search Institute. Support for Durkheim's thesis for this sample of 5th through 9th graders and their parents withstood the introduction of controls for a battery of other relevant influences on God images including social class, age of child, denomination, and church attendance of parents and youth."
768;1995;Although reports of paranormal experiences are well documented, debate continues over the extent to which they are influenced by sociocultural forces. The present study, based on the 1984 General Social Survey, tests whether or not religious orientation, religious behavior, and structural strain predict the odds of reporting telepathic and clairvoyant experiences. The results indicate that more frequent prayer is associated with higher odds of reporting telepathy, and that greater financial dissatisfaction is associated with higher odds of reporting clairvoyance. However, these variables account for little of the influence of several significant demographic predictors. I therefore conclude that although sociocultural forces do affect the reporting of paranormal experiences, further testing must be done in order to determine whether cultural source theories can be extended to explain demographic variation in the reporting of paranormal experiences.
769;1995;Benevolences as a percentage of receipts have declined in many Protestant denominations over the past three decades. To explain the decline, this study develops an economic model of religious congregations and estimates a version of it with data on a national sample of 40 Presbyterian congregations from 1973 to 1988. It is found that per capita county income, membership size, capital expenditures per member, and the poverty rate are statistically significant determinants of per capita receipts and benevolences, although membership size and the poverty rate explain little of the decline in the ratio of benevolences to receipts. Clergy salaries, the relative prices of energy and medical insurance, government transfer payments, and the income tax rate appear to be unrelated to congregational receipts and benevolences.
770;1995;Drawn largely from Stark and Bainbridge's theory of religion, a modified rational choice model of religious behavior is presented and tested using data from the Institute of Statistical Mathematics in Tokyo. It is proposed that such models might perform better in Japan than in the West because of the very practical attitude many Japanese have toward religion, picking and choosing from various religions those rituals and beliefs that seem appropriate for a given occasion. Logistic regression results show that age is associated with an increase in belief in spirits and gods, chronic illness is associated with an increased likelihood of believing in an afterlife, and death of a close relative leads to increased visits to temples to perform rituals but does not lead to an increase in any related beliefs. Also consistent with theoretical expectations, membership in sect-like New Religions is correlated with the absence of a social support network, and belief in good and bad luck as well as membership in a religious sect is strongly associated with a rejection of science as an ideology.
771;1995;"During the nineteenth century, Ireland experienced a ""devotional revolution"" that ensured that Catholic Ireland would become the most ""Romanized"" of all Catholic populations. What most commentators have glossed over is the nature of popular Catholicism in Ireland before the Famine. If pre-Famine popular Catholicism is discussed at all, it is still being interpreted using a ""pagan survivals"" model that has long been displaced in studying popular Catholicism in other areas of Europe. Following the lead of such Italian scholars as Gabriele De Rosa, my concern here is to demonstrate that the pagan survivals hypothesis is less wrong then misdirecting, in that it leads us to focus on what was peripheral rather than central to the experience of popular Catholicism. Irish popular Catholicism was in fact characterized by a set of emphases that were internally consistent but quite different from the emphases characteristic of official Catholicism. These included a strong emphasis upon orderliness and repetition, masculine supernatural beings, and penitential activity, and a lack of emphasis on figurative representation. The article concludes by outlining some obvious next steps that should be taken in investigating popular Catholicism in Ireland."
